0,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0.029326
8,0,0
9,0.083089,0
10,0,0
11,0,0.029326
12,0,0
13,0.034213,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0.034213,0.058651
20,0.1564,0.17595
21,0.93842,0.23949
22,1.4027,0.35679
23,1.564,0.44477
24,1.6276,0.49365
25,1.6911,0.51808
26,1.7253,0.51808
27,1.784,0.53763
28,1.7889,0.5132
29,1.6618,0.36657
30,1.4272,0.12219
31,0.54741,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0.13685,0
37,0,0
38,0,0
39,0.37634,0
40,0,0
41,0,0
42,0.38612,0
43,0,0
44,0.48387,0
45,0,0
46,0.65982,0
47,0,0
48,0,0
49,0.94819,0
50,0,0.18084
51,0,0.39589
52,0,0.43988
53,0,0.67937
54,0,0.68915
55,0,0.73314
56,0,0.75269
57,0,0.78201
58,0,0.7869
59,0,0.81134
60,0,0.84066
61,0.53763,0.92375
62,1.7155,0.93842
63,1.9941,0.97752
64,1.9941,1.002
65,2.219,1.0264
66,2.3656,1.0508
67,2.4145,1.0655
68,2.4194,1.1046
69,2.4194,1.1388
70,2.5122,1.2023
71,2.6686,1.2219
72,2.8152,1.2708
73,2.825,1.2854
74,2.7028,1.2366
75,0.47898,0.25904
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0.19062
81,0,0.2737
82,0,0
83,0,0
84,0.11241,0
85,1.2512,0
86,1.4956,0
87,1.7937,0
88,1.5249,0
89,1.0899,0
90,0,0
91,0,0
92,0,0.097752
93,0.13685,0.14663
94,0.073314,0.22972
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0.0048876
100,0,0.18573
101,0,0
102,0,0
103,0.024438,0.0048876
104,0.078201,0.0097752
105,0,0.0097752
106,0,0.0048876
107,0,0.0048876
108,0.078201,0.078201
109,0.092864,0.11241
110,0.14174,0.12708
111,0.20039,0.14663
112,0.20528,0.13196
113,0.1955,0.13196
114,0.23949,0.13685
115,0.36657,0.14174
116,0.96285,0.21505
117,0.99218,0.25415
118,1.1486,0.26882
119,0.93842,0.28837
120,0.68915,0.29326
121,0.41544,0.30303
122,0.29814,0.31281
123,0.33236,0.31769
124,0.65982,0.31281
125,0.89932,0.30792
126,0.9042,0.32258
127,1.1535,0.32747
128,1.2854,0.34702
129,1.4174,0.34702
130,1.4907,0.35191
131,1.5396,0.36168
132,1.5445,0.37146
133,1.6129,0.38123
134,1.6325,0.39101
135,1.6471,0.41056
136,1.6862,0.41544
137,1.6471,0.41544
138,1.6031,0.42522
139,1.5885,0.435
140,1.5934,0.44477
141,1.5836,0.44966
142,1.5445,0.44477
143,1.4858,0.45455
144,1.4858,0.47898
145,1.6911,0.48876
146,1.8475,0.46921
147,1.8915,0.44477
148,1.9844,0.40078
149,1.7644,0.28348
150,0.10264,0
151,0,0
152,0,0
153,0.30792,0.14174
154,0.65005,0.33724
155,1.6667,0.46432
156,1.9648,0.49365
157,2.043,0.55718
158,2.0723,0.57674
159,2.1017,0.5914
160,2.1065,0.60117
161,2.1114,0.61095
162,2.1701,0.6305
163,2.1652,0.64516
164,2.1994,0.65005
165,2.2483,0.71359
166,2.2678,0.78201
167,2.3803,0.84555
168,2.4242,0.85533
169,2.4438,0.89443
170,2.4536,0.91887
171,2.4682,0.91887
172,2.4976,0.93353
173,2.522,0.94819
174,2.5318,0.96285
175,2.5122,0.96774
176,2.5318,0.97263
177,2.5464,0.9824
178,2.522,0.9824
179,2.5464,0.9824
180,2.5415,0.99218
181,2.5513,0.98729
182,2.5611,0.98729
183,2.5318,0.98729
184,2.5367,0.9824
185,2.5367,0.98729
186,2.5122,0.9433
187,2.4096,0.80645
188,2.087,0.19062
189,0.10264,0.073314
190,0,0
191,0,0
192,0,0.10264
193,0,0.10264
194,0,0.043988
195,0,0.30303
196,0,0.51808
197,0,0.60606
198,0,0.60606
199,0,0.61095
200,0,0.62072
201,0,0.6305
202,0,0.60117
203,0,0.61584
204,0,0.61584
205,0,0.5914
206,0,0.58651
207,0,0.60117
208,0,0.58651
209,0,0.29814
210,0,0.16129
211,0,0.10753
212,0,0
213,0.57185,0
214,1.4565,0
215,1.6569,0
216,1.955,0
217,2.087,0
218,2.1065,0
219,2.1994,0
220,2.2825,0
221,2.2923,0
222,1.696,0
223,0.56207,0.14174
224,0.80645,0.44477
225,1.4321,0.55718
226,1.955,1.002
227,2.3412,1.085
228,2.3558,1.0753
229,1.1632,0.89932
230,0,0.39589
231,0,0
232,0,0
233,0,0.12708
234,0,0.44477
235,0,0.65005
236,0,0.69404
237,0,0.75758
238,0,0.79179
239,0,0.81134
240,0,0.82111
241,0,0.83089
242,0,0.84066
243,0,0.83578
244,0,0.83578
245,0,0.84555
246,0,0.84555
247,0,0.81623
248,0,0.81134
249,0,0.81134
250,0,0.81623
251,0,0.82111
252,0,0.80156
253,0,0.65005
254,0,0.62561
255,0,0.62072
256,0,0.5914
257,0,0.5523
258,0,0.50831
259,0,0.45943
260,0,0.24927
261,0,0
262,0,0
263,0,0
264,0,0
265,1.0459,0
266,1.4663,0
267,1.4418,0
268,1.1046,0
269,1.0557,0.097752
270,1.129,0.38123
271,1.173,0.44966
272,1.1584,0.62072
273,1.1584,0.75758
274,1.2219,0.79179
275,1.2414,0.86022
276,1.3001,0.88954
277,1.3441,0.9042
278,1.3685,0.91887
279,1.4027,0.93842
280,1.4174,0.92864
281,1.4027,0.88954
282,1.3832,0.88465
283,1.4272,0.91887
284,1.4223,0.92375
285,1.4076,0.92864
286,1.4125,0.92864
287,1.4321,0.93353
288,1.4223,0.93842
289,1.4174,0.9433
290,1.437,0.94819
291,1.4272,0.9433
292,1.4467,0.94819
293,1.4418,0.94819
294,1.4565,0.94819
295,1.4125,0.9433
296,1.4614,0.94819
297,1.4663,0.9433
298,1.4809,0.93353
299,1.4663,0.92864
300,1.4809,0.93353
301,1.4809,0.93842
302,1.4858,0.93842
303,1.4809,0.92864
304,1.4614,0.92864
305,1.4761,0.92864
306,1.52,0.92864
307,1.5005,0.92864
308,1.5249,0.92864
309,1.5152,0.92375
310,1.4858,0.89443
311,1.4321,0.84066
312,1.3881,0.83089
313,1.1144,0.77713
314,0.85044,0.7087
315,0.62072,0.65005
316,0.47898,0.55718
317,0.52786,0.54252
318,0.54741,0.35191
319,0.068426,0.26393
320,0.053763,0.043988
321,0.0048876,0
322,0,0
323,0,0
324,0,0.28348
325,0,0.45943
326,0,0.49365
327,0,0.52297
328,0,0.57674
329,0,0.57185
330,0,0.53763
331,0,0.22972
332,0.1955,0.1173
333,0.55718,0
334,0.46921,0
335,0.60606,0
336,0.6305,0.048876
337,0.64027,0.14663
338,0.65494,0.27859
339,0.64516,0.29814
340,0.62072,0.34702
341,0.60117,0.37634
342,0.63539,0.40567
343,0.6305,0.42522
344,0.60117,0.44966
345,0.57185,0.47898
346,0.56207,0.50342
347,0.57185,0.50831
348,0.5523,0.5132
349,0.55718,0.52297
350,0.58162,0.52786
351,0.52297,0.60606
352,0.52786,0.62561
353,0.49365,0.61584
354,0.51808,0.60117
355,0.53763,0.69404
356,0.58162,0.68915
357,0.60606,0.69892
358,0.60606,0.69892
359,0.61095,0.69892
360,0.65982,0.73314
361,0.65005,0.74291
362,0.62561,0.7478
363,0.65982,0.73803
364,0.66471,0.74291
365,0.69404,0.72825
366,0.7087,0.68915
367,0.71848,0.70381
368,0.71359,0.70381
369,0.72336,0.70381
370,0.7087,0.69892
371,0.72825,0.70381
372,0.72825,0.67937
373,0.72825,0.66471
374,0.71359,0.67449
375,0.69892,0.6696
376,0.70381,0.6696
377,0.64027,0.67449
378,0.64027,0.67449
379,0.64027,0.65494
380,0.64027,0.66471
381,0.62072,0.65982
382,0.61584,0.64027
383,0.58162,0.62561
384,0.17107,0.034213
385,0.10264,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0.20039,0
397,0.32747,0
398,0.4741,0
399,0.57674,0.078201
400,0.62561,0.23949
401,0.57674,0.26393
402,0.4741,0.34213
403,0.435,0.43988
404,0.27859,0.43988
405,0.28837,0.46921
406,0.26393,0.48387
407,0.19062,0.4741
408,0.16129,0.48387
409,0.14174,0.44966
410,0.13685,0.45455
411,0.11241,0.41544
412,0.10264,0.44477
413,0.17107,0.44966
414,0.16129,0.43011
415,0.18084,0.42522
416,0.16129,0.39101
417,0.18573,0.30303
418,0.21017,0.14663
419,0.18573,0.0097752
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0.043988
426,0,0.078201
427,0,0.0048876
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0.063539
434,0.20039,0.22972
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,0
585,0,0
586,0,0
587,0,0
588,0,0
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0.62072,0
628,1.3881,0
